ngram,phones,words,file,start_s,end_s
triphone,m ɑ̃ d,demande,15-2.wav,13.260,13.580
triphone,ɑ̃ d s,demande ce,15-2.wav,13.370,13.710
triphone,d s ə,demande ce,15-2.wav,13.500,13.730
triphone,s ə c,ce qu'il,15-2.wav,13.580,13.880
triphone,ə c i,ce qu'il,15-2.wav,13.710,13.940
triphone,c i l,qu'il,15-2.wav,13.730,14.030
triphone,i l v,qu'il va,15-2.wav,13.880,14.110
triphone,l v a,qu'il va,15-2.wav,13.940,14.210
triphone,v a d,va dire,15-2.wav,14.030,14.320
triphone,a d i,va dire,15-2.wav,14.110,14.540
triphone,d i ʁ,dire,15-2.wav,14.210,14.800
triphone,i ʁ d,dire des,15-2.wav,14.320,15.780
triphone,ʁ d e,dire des,15-2.wav,14.540,15.850
triphone,d e m,des moineaux,15-2.wav,15.700,15.960
triphone,e m w,des moineaux,15-2.wav,15.780,16.050
triphone,m w a,moineaux,15-2.wav,15.850,16.100
triphone,w a n,moineaux,15-2.wav,15.960,16.200
triphone,a n o,moineaux,15-2.wav,16.050,16.320
triphone,n o s,moineaux se,15-2.wav,16.100,16.430
triphone,o s ə,moineaux se,15-2.wav,16.200,16.470
triphone,s ə s,se sont,15-2.wav,16.320,16.610
triphone,ə s ɔ̃,se sont,15-2.wav,16.430,16.680
triphone,s ɔ̃ d,sont dans,15-2.wav,16.470,17.500
triphone,ɔ̃ d ɑ̃,sont dans,15-2.wav,16.610,17.580
triphone,d ɑ̃ m,dans mon,15-2.wav,17.440,17.690
triphone,ɑ̃ m ɔ̃,dans mon,15-2.wav,17.500,17.790
triphone,m ɔ̃ ʃ,mon champ,15-2.wav,17.580,17.990
triphone,ɔ̃ ʃ ɑ̃,mon champ,15-2.wav,17.690,18.180
diphone,y n,une,16-1.wav,0.700,0.970
diphone,n s,une société,16-1.wav,0.810,1.110
diphone,s ɔ,société,16-1.wav,0.970,1.200
diphone,ɔ s,société,16-1.wav,1.110,1.330
diphone,s j,société,16-1.wav,1.200,1.370
diphone,j e,société,16-1.wav,1.330,1.460
diphone,e t,société,16-1.wav,1.370,1.530
diphone,t e,société,16-1.wav,1.460,1.630
diphone,e d,société de,16-1.wav,1.530,1.720
diphone,d ə,de,16-1.wav,1.630,1.740
diphone,ə m,de musique,16-1.wav,1.720,1.840
diphone,m y,musique,16-1.wav,1.740,1.960
diphone,y z,musique,16-1.wav,1.840,2.060
diphone,z i,musique,16-1.wav,1.960,2.220
diphone,i k,musique,16-1.wav,2.060,2.300
diphone,k v,musique va,16-1.wav,2.220,2.450
diphone,v a,va,16-1.wav,2.300,2.540
diphone,a b,va bientôt,16-1.wav,2.450,2.620
diphone,b j,bientôt,16-1.wav,2.540,2.690
diphone,j ɛ̃,bientôt,16-1.wav,2.620,2.750
diphone,ɛ̃ t,bientôt,16-1.wav,2.690,2.850
diphone,t o,bientôt,16-1.wav,2.750,2.950
diphone,o d,bientôt défiler,16-1.wav,2.850,3.060
diphone,d e,défiler,16-1.wav,2.950,3.130
diphone,e f,défiler,16-1.wav,3.060,3.320
diphone,f i,défiler,16-1.wav,3.130,3.380
diphone,i l,défiler,16-1.wav,3.320,3.490
diphone,l e,défiler,16-1.wav,3.380,3.690
diphone,e l,défiler le,16-1.wav,3.490,5.020
diphone,l ø,le,16-1.wav,4.890,5.150
diphone,ø ʒ,le juge,16-1.wav,5.020,5.280
diphone,ʒ y,juge,16-1.wav,5.150,5.530
diphone,y ʒ,juge,16-1.wav,5.280,5.640
diphone,ʒ v,juge veut,16-1.wav,5.530,5.760
diphone,v ø,veut,16-1.wav,5.640,5.880
diphone,ø p,veut prolonger,16-1.wav,5.760,5.930
diphone,p ʁ,prolonger,16-1.wav,5.880,6.010
diphone,ʁ ɔ,prolonger,16-1.wav,5.930,6.070
diphone,ɔ l,prolonger,16-1.wav,6.010,6.160
diphone,l ɔ̃,prolonger,16-1.wav,6.070,6.320
diphone,ɔ̃ ʒ,prolonger,16-1.wav,6.160,6.440
diphone,ʒ e,prolonger,16-1.wav,6.320,6.560
diphone,e l,prolonger l',16-1.wav,6.440,6.660
diphone,l ɛ̃,l' interrogatoire,16-1.wav,6.560,6.750
diphone,ɛ̃ t,interrogatoire,16-1.wav,6.660,6.840
diphone,t ɛ,interrogatoire,16-1.wav,6.750,6.910
diphone,ɛ ʁ,interrogatoire,16-1.wav,6.840,7.090
diphone,ʁ ɔ,interrogatoire,16-1.wav,6.910,7.220
diphone,ɔ ɡ,interrogatoire,16-1.wav,7.090,7.300
diphone,ɡ a,interrogatoire,16-1.wav,7.220,7.360
diphone,a t,interrogatoire,16-1.wav,7.300,7.530
diphone,t w,interrogatoire,16-1.wav,7.360,7.620
diphone,w a,interrogatoire,16-1.wav,7.530,7.750
diphone,a ʁ,interrogatoire,16-1.wav,7.620,8.000
diphone,ʁ i,interrogatoire ici,16-1.wav,7.750,9.120
diphone,i s,ici,16-1.wav,9.030,9.320
diphone,s i,ici,16-1.wav,9.120,9.530
diphone,i m,ici ma,16-1.wav,9.320,9.990
diphone,m a,ma,16-1.wav,9.920,10.080
diphone,a m,ma mère,16-1.wav,9.990,10.190
diphone,m ɛ,mère,16-1.wav,10.080,10.310
diphone,ɛ ʁ,mère,16-1.wav,10.190,10.430
diphone,ʁ a,mère a,16-1.wav,10.310,10.510
diphone,a a,a acheté,16-1.wav,10.430,10.610
diphone,a ʃ,acheté,16-1.wav,10.510,10.930
diphone,ʃ t,acheté,16-1.wav,10.610,10.980
diphone,t e,acheté,16-1.wav,10.930,11.070
diphone,e d,acheté des,16-1.wav,10.980,11.130
diphone,d e,des,16-1.wav,11.070,11.190
diphone,e k,des coupons,16-1.wav,11.130,11.320
diphone,k u,coupons,16-1.wav,11.190,11.390
diphone,u p,coupons,16-1.wav,11.320,11.560
diphone,p ɔ̃,coupons,16-1.wav,11.390,11.690
diphone,ɔ̃ d,coupons de,16-1.wav,11.560,11.780
diphone,d ə,de,16-1.wav,11.690,11.800
diphone,ə t,de tissu,16-1.wav,11.780,11.960
diphone,t i,tissu,16-1.wav,11.800,12.040
diphone,i s,tissu,16-1.wav,11.960,12.310
diphone,s y,tissu,16-1.wav,12.040,12.520
diphone,y p,tissu pierre,16-1.wav,12.310,13.650
diphone,p j,pierre,16-1.wav,13.600,13.730
diphone,j ɛ,pierre,16-1.wav,13.650,13.860
diphone,ɛ ʁ,pierre,16-1.wav,13.730,14.090
diphone,ʁ k,pierre cogne,16-1.wav,13.860,14.160
diphone,k ɔ,cogne,16-1.wav,14.090,14.310
diphone,ɔ ɲ,cogne,16-1.wav,14.160,14.460
diphone,ɲ p,cogne par,16-1.wav,14.310,14.560
diphone,p a,par,16-1.wav,14.460,14.590
diphone,a ʁ,par,16-1.wav,14.560,14.680
diphone,ʁ d,par derrière,16-1.wav,14.590,14.740
diphone,d ɛ,derrière,16-1.wav,14.680,14.800
diphone,ɛ ʁ,derrière,16-1.wav,14.740,14.900
diphone,ʁ j,derrière,16-1.wav,14.800,15.000
diphone,j ɛ,derrière,16-1.wav,14.900,15.140
diphone,ɛ ʁ,derrière,16-1.wav,15.000,15.320
diphone,ʁ k,derrière comme,16-1.wav,15.140,15.380
diphone,k ɔ,comme,16-1.wav,15.320,15.450
diphone,ɔ m,comme,16-1.wav,15.380,15.530
diphone,m ɛ̃,comme un,16-1.wav,15.450,15.620
diphone,ɛ̃ s,un sourd,16-1.wav,15.530,15.820
diphone,s u,sourd,16-1.wav,15.620,15.990
diphone,u ʁ,sourd,16-1.wav,15.820,16.240
diphone,ʁ l,sourd la,16-1.wav,15.990,17.400
diphone,l a,la,16-1.wav,17.270,17.470
diphone,a p,la pluie,16-1.wav,17.400,17.630
diphone,p l,pluie,16-1.wav,17.470,17.770
diphone,l ɥ,pluie,16-1.wav,17.630,17.780
diphone,ɥ i,pluie,16-1.wav,17.770,17.970
diphone,i n,pluie ne,16-1.wav,17.780,18.120
diphone,n ə,ne,16-1.wav,17.970,18.140
diphone,ə f,ne fait,16-1.wav,18.120,18.240
diphone,f ɛ,fait,16-1.wav,18.140,18.320
diphone,ɛ p,fait pas,16-1.wav,18.240,18.440
diphone,p a,pas,16-1.wav,18.320,18.570
diphone,a l,pas le,16-1.wav,18.440,18.630
diphone,l ø,le,16-1.wav,18.570,18.680
diphone,ø b,le beau,16-1.wav,18.630,18.810
diphone,b o,beau,16-1.wav,18.680,18.910
diphone,o t,beau temps,16-1.wav,18.810,19.070
diphone,t ɑ̃,temps,16-1.wav,18.910,19.320
triphone,y n s,une société,16-1.wav,0.700,1.110
triphone,n s ɔ,une société,16-1.wav,0.810,1.200
triphone,s ɔ s,société,16-1.wav,0.970,1.330
triphone,ɔ s j,société,16-1.wav,1.110,1.370
triphone,s j e,société,16-1.wav,1.200,1.460
triphone,j e t,société,16-1.wav,1.330,1.530
triphone,e t e,société,16-1.wav,1.370,1.630
triphone,t e d,société de,16-1.wav,1.460,1.720
triphone,e d ə,société de,16-1.wav,1.530,1.740
triphone,d ə m,de musique,16-1.wav,1.630,1.840
triphone,ə m y,de musique,16-1.wav,1.720,1.960
triphone,m y z,musique,16-1.wav,1.740,2.060
triphone,y z i,musique,16-1.wav,1.840,2.220
triphone,z i k,musique,16-1.wav,1.960,2.300
triphone,i k v,musique va,16-1.wav,2.060,2.450
triphone,k v a,musique va,16-1.wav,2.220,2.540
triphone,v a b,va bientôt,16-1.wav,2.300,2.620
triphone,a b j,va bientôt,16-1.wav,2.450,2.690
triphone,b j ɛ̃,bientôt,16-1.wav,2.540,2.750
triphone,j ɛ̃ t,bientôt,16-1.wav,2.620,2.850
triphone,ɛ̃ t o,bientôt,16-1.wav,2.690,2.950
triphone,t o d,bientôt défiler,16-1.wav,2.750,3.060
triphone,o d e,bientôt défiler,16-1.wav,2.850,3.130
triphone,d e f,défiler,16-1.wav,2.950,3.320
triphone,e f i,défiler,16-1.wav,3.060,3.380
triphone,f i l,défiler,16-1.wav,3.130,3.490
triphone,i l e,défiler,16-1.wav,3.320,3.690
triphone,l e l,défiler le,16-1.wav,3.380,5.020
triphone,e l ø,défiler le,16-1.wav,3.490,5.150
triphone,l ø ʒ,le juge,16-1.wav,4.890,5.280
triphone,ø ʒ y,le juge,16-1.wav,5.020,5.530
triphone,ʒ y ʒ,juge,16-1.wav,5.150,5.640
triphone,y ʒ v,juge veut,16-1.wav,5.280,5.760
triphone,ʒ v ø,juge veut,16-1.wav,5.530,5.880
triphone,v ø p,veut prolonger,16-1.wav,5.640,5.930
triphone,ø p ʁ,veut prolonger,16-1.wav,5.760,6.010
triphone,p ʁ ɔ,prolonger,16-1.wav,5.880,6.070
triphone,ʁ ɔ l,prolonger,16-1.wav,5.930,6.160
triphone,ɔ l ɔ̃,prolonger,16-1.wav,6.010,6.320
triphone,l ɔ̃ ʒ,prolonger,16-1.wav,6.070,6.440
triphone,ɔ̃ ʒ e,prolonger,16-1.wav,6.160,6.560
triphone,ʒ e l,prolonger l',16-1.wav,6.320,6.660
triphone,e l ɛ̃,prolonger l' interrogatoire,16-1.wav,6.440,6.750
triphone,l ɛ̃ t,l' interrogatoire,16-1.wav,6.560,6.840
triphone,ɛ̃ t ɛ,interrogatoire,16-1.wav,6.660,6.910
triphone,t ɛ ʁ,interrogatoire,16-1.wav,6.750,7.090
triphone,ɛ ʁ ɔ,interrogatoire,16-1.wav,6.840,7.220
triphone,ʁ ɔ ɡ,interrogatoire,16-1.wav,6.910,7.300
triphone,ɔ ɡ a,interrogatoire,16-1.wav,7.090,7.360
triphone,ɡ a t,interrogatoire,16-1.wav,7.220,7.530
triphone,a t w,interrogatoire,16-1.wav,7.300,7.620
triphone,t w a,interrogatoire,16-1.wav,7.360,7.750
triphone,w a ʁ,interrogatoire,16-1.wav,7.530,8.000
triphone,a ʁ i,interrogatoire ici,16-1.wav,7.620,9.120
triphone,ʁ i s,interrogatoire ici,16-1.wav,7.750,9.320
triphone,i s i,ici,16-1.wav,9.030,9.530
triphone,s i m,ici ma,16-1.wav,9.120,9.990
triphone,i m a,ici ma,16-1.wav,9.320,10.080
triphone,m a m,ma mère,16-1.wav,9.920,10.190
triphone,a m ɛ,ma mère,16-1.wav,9.990,10.310
triphone,m ɛ ʁ,mère,16-1.wav,10.080,10.430
triphone,ɛ ʁ a,mère a,16-1.wav,10.190,10.510
triphone,ʁ a a,mère a acheté,16-1.wav,10.310,10.610
triphone,a a ʃ,a acheté,16-1.wav,10.430,10.930
triphone,a ʃ t,acheté,16-1.wav,10.510,10.980
triphone,ʃ t e,acheté,16-1.wav,10.610,11.070
triphone,t e d,acheté des,16-1.wav,10.930,11.130
triphone,e d e,acheté des,16-1.wav,10.980,11.190
triphone,d e k,des coupons,16-1.wav,11.070,11.320
triphone,e k u,des coupons,16-1.wav,11.130,11.390
triphone,k u p,coupons,16-1.wav,11.190,11.560
triphone,u p ɔ̃,coupons,16-1.wav,11.320,11.690
triphone,p ɔ̃ d,coupons de,16-1.wav,11.390,11.780
triphone,ɔ̃ d ə,coupons de,16-1.wav,11.560,11.800
triphone,d ə t,de tissu,16-1.wav,11.690,11.960
triphone,ə t i,de tissu,16-1.wav,11.780,12.040
triphone,t i s,tissu,16-1.wav,11.800,12.310
triphone,i s y,tissu,16-1.wav,11.960,12.520
triphone,s y p,tissu pierre,16-1.wav,12.040,13.650
triphone,y p j,tissu pierre,16-1.wav,12.310,13.730
triphone,p j ɛ,pierre,16-1.wav,13.600,13.860
triphone,j ɛ ʁ,pierre,16-1.wav,13.650,14.090
triphone,ɛ ʁ k,pierre cogne,16-1.wav,13.730,14.160
triphone,ʁ k ɔ,pierre cogne,16-1.wav,13.860,14.310
triphone,k ɔ ɲ,cogne,16-1.wav,14.090,14.460
triphone,ɔ ɲ p,cogne par,16-1.wav,14.160,14.560
triphone,ɲ p a,cogne par,16-1.wav,14.310,14.590
triphone,p a ʁ,par,16-1.wav,14.460,14.680
triphone,a ʁ d,par derrière,16-1.wav,14.560,14.740
triphone,ʁ d ɛ,par derrière,16-1.wav,14.590,14.800
triphone,d ɛ ʁ,derrière,16-1.wav,14.680,14.900
triphone,ɛ ʁ j,derrière,16-1.wav,14.740,15.000
triphone,ʁ j ɛ,derrière,16-1.wav,14.800,15.140
triphone,j ɛ ʁ,derrière,16-1.wav,14.900,15.320
triphone,ɛ ʁ k,derrière comme,16-1.wav,15.000,15.380
triphone,ʁ k ɔ,derrière comme,16-1.wav,15.140,15.450
triphone,k ɔ m,comme,16-1.wav,15.320,15.530
triphone,ɔ m ɛ̃,comme un,16-1.wav,15.380,15.620
triphone,m ɛ̃ s,comme un sourd,16-1.wav,15.450,15.820
triphone,ɛ̃ s u,un sourd,16-1.wav,15.530,15.990
triphone,s u ʁ,sourd,16-1.wav,15.620,16.240
triphone,u ʁ l,sourd la,16-1.wav,15.820,17.400
triphone,ʁ l a,sourd la,16-1.wav,15.990,17.470
triphone,l a p,la pluie,16-1.wav,17.270,17.630
triphone,a p l,la pluie,16-1.wav,17.400,17.770
triphone,p l ɥ,pluie,16-1.wav,17.470,17.780
triphone,l ɥ i,pluie,16-1.wav,17.630,17.970
triphone,ɥ i n,pluie ne,16-1.wav,17.770,18.120
triphone,i n ə,pluie ne,16-1.wav,17.780,18.140
triphone,n ə f,ne fait,16-1.wav,17.970,18.240
triphone,ə f ɛ,ne fait,16-1.wav,18.120,18.320
triphone,f ɛ p,fait pas,16-1.wav,18.140,18.440
triphone,ɛ p a,fait pas,16-1.wav,18.240,18.570
triphone,p a l,pas le,16-1.wav,18.320,18.630
triphone,a l ø,pas le,16-1.wav,18.440,18.680
triphone,l ø b,le beau,16-1.wav,18.570,18.810
triphone,ø b o,le beau,16-1.wav,18.630,18.910
triphone,b o t,beau temps,16-1.wav,18.680,19.070
triphone,o t ɑ̃,beau temps,16-1.wav,18.810,19.320
diphone,s ɑ̃,sans,16-2.wav,0.420,0.690
diphone,ɑ̃ f,sans fleurs,16-2.wav,0.580,0.850
diphone,f l,fleurs,16-2.wav,0.690,0.900
diphone,l œ,fleurs,16-2.wav,0.850,1.060
diphone,œ ʁ,fleurs,16-2.wav,0.900,1.210
diphone,ʁ l,fleurs la,16-2.wav,1.060,1.440
diphone,l a,la,16-2.wav,1.360,1.520
diphone,a m,la maison,16-2.wav,1.440,1.590
diphone,m ɛ,maison,16-2.wav,1.520,1.670
diphone,ɛ z,maison,16-2.wav,1.590,1.770
diphone,z ɔ̃,maison,16-2.wav,1.670,1.880
diphone,ɔ̃ ɛ,maison est,16-2.wav,1.770,1.950
diphone,ɛ s,est,16-2.wav,1.880,2.030
diphone,s t,est,16-2.wav,1.950,2.060
diphone,t t,est triste,16-2.wav,2.030,2.090
diphone,t ʁ,triste,16-2.wav,2.060,2.170
diphone,ʁ i,triste,16-2.wav,2.090,2.270
diphone,i s,triste,16-2.wav,2.170,2.400
diphone,s t,triste,16-2.wav,2.270,2.660
diphone,t ɛ,triste elle,16-2.wav,2.400,3.610
diphone,ɛ l,elle,16-2.wav,3.490,3.680
diphone,l a,elle a,16-2.wav,3.610,3.740
diphone,a v,a vraiment,16-2.wav,3.680,3.830
diphone,v ʁ,vraiment,16-2.wav,3.740,3.900
diphone,ʁ ɛ,vraiment,16-2.wav,3.830,3.960
diphone,ɛ m,vraiment,16-2.wav,3.900,4.020
diphone,m ɑ̃,vraiment,16-2.wav,3.960,4.120
diphone,ɑ̃ t,vraiment toujours,16-2.wav,4.020,4.250
diphone,t u,toujours,16-2.wav,4.120,4.340
diphone,u ʒ,toujours,16-2.wav,4.250,4.430
diphone,ʒ u,toujours,16-2.wav,4.340,4.550
diphone,u ʁ,toujours,16-2.wav,4.430,4.640
diphone,ʁ d,toujours des,16-2.wav,4.550,4.710
diphone,d e,des,16-2.wav,4.640,4.780
diphone,e d,des doigts,16-2.wav,4.710,4.880
diphone,d w,doigts,16-2.wav,4.780,4.980
diphone,w a,doigts,16-2.wav,4.880,5.060
diphone,a m,doigts menus,16-2.wav,4.980,5.190
diphone,m ə,menus,16-2.wav,5.060,5.210
diphone,ə n,menus,16-2.wav,5.190,5.360
diphone,n y,menus,16-2.wav,5.210,5.490
diphone,y s,menus,16-2.wav,5.360,5.520
diphone,s s,menus ce,16-2.wav,5.490,6.820
diphone,s ə,ce,16-2.wav,6.620,6.840
diphone,ə b,ce boucher,16-2.wav,6.820,7.010
diphone,b u,boucher,16-2.wav,6.840,7.080
diphone,u ʃ,boucher,16-2.wav,7.010,7.260
diphone,ʃ e,boucher,16-2.wav,7.080,7.370
diphone,e n,boucher n'a,16-2.wav,7.260,7.470
diphone,n a,n'a,16-2.wav,7.370,7.600
diphone,a ɑ̃,n'a encore,16-2.wav,7.470,7.690
diphone,ɑ̃ k,encore,16-2.wav,7.600,7.770
diphone,k ɔ,encore,16-2.wav,7.690,7.820
diphone,ɔ ʁ,encore,16-2.wav,7.770,7.980
diphone,ʁ p,encore plus,16-2.wav,7.820,8.040
diphone,p l,plus,16-2.wav,7.980,8.150
diphone,l y,plus,16-2.wav,8.040,8.240
diphone,y d,plus de,16-2.wav,8.150,8.320
diphone,d ə,de,16-2.wav,8.240,8.340
diphone,ə l,de lard,16-2.wav,8.320,8.470
diphone,l a,lard,16-2.wav,8.340,8.670
diphone,a ʁ,lard,16-2.wav,8.470,8.830
diphone,ʁ a,lard à,16-2.wav,8.670,8.960
diphone,a l,à l',16-2.wav,8.860,9.060
diphone,l e,l' étalage,16-2.wav,8.960,9.170
diphone,e t,étalage,16-2.wav,9.060,9.230
diphone,t a,étalage,16-2.wav,9.170,9.300
diphone,a l,étalage,16-2.wav,9.230,9.390
diphone,l a,étalage,16-2.wav,9.300,9.620
diphone,a ʒ,étalage,16-2.wav,9.390,9.920
diphone,ʒ k,étalage confie,16-2.wav,9.620,10.830
diphone,k ɔ̃,confie,16-2.wav,10.770,10.910
diphone,ɔ̃ f,confie,16-2.wav,10.830,11.070
diphone,f i,confie,16-2.wav,10.910,11.140
diphone,i m,confie moi,16-2.wav,11.070,11.250
diphone,m w,moi,16-2.wav,11.140,11.350
diphone,w a,moi,16-2.wav,11.250,11.540
diphone,a a,moi à,16-2.wav,11.350,11.670
diphone,a k,à quoi,16-2.wav,11.580,11.790
diphone,k w,quoi,16-2.wav,11.670,11.830
diphone,w a,quoi,16-2.wav,11.790,11.890
diphone,a t,quoi tu,16-2.wav,11.830,12.000
diphone,t y,tu,16-2.wav,11.890,12.050
diphone,y p,tu penses,16-2.wav,12.000,12.170
diphone,p ɑ̃,penses,16-2.wav,12.050,12.330
diphone,ɑ̃ s,penses,16-2.wav,12.170,12.740
diphone,s s,penses ce,16-2.wav,12.330,13.800
diphone,s ə,ce,16-2.wav,13.640,13.820
diphone,ə d,ce dont,16-2.wav,13.800,13.940
diphone,d ɔ̃,dont,16-2.wav,13.820,14.040
diphone,ɔ̃ n,dont nous,16-2.wav,13.940,14.110
diphone,n u,nous,16-2.wav,14.040,14.190
diphone,u d,nous discutons,16-2.wav,14.110,14.270
diphone,d i,discutons,16-2.wav,14.190,14.330
diphone,i s,discutons,16-2.wav,14.270,14.420
diphone,s k,discutons,16-2.wav,14.330,14.500
diphone,k y,discutons,16-2.wav,14.420,14.650
diphone,y t,discutons,16-2.wav,14.500,14.740
diphone,t ɔ̃,discutons,16-2.wav,14.650,14.920
diphone,ɔ̃ v,discutons vous,16-2.wav,14.740,15.040
diphone,v u,vous,16-2.wav,14.920,15.120
diphone,u l,vous laisse,16-2.wav,15.040,15.220
diphone,l ɛ,laisse,16-2.wav,15.120,15.360
diphone,ɛ s,laisse,16-2.wav,15.220,15.530
diphone,s ʁ,laisse rêver,16-2.wav,15.360,15.710
diphone,ʁ ɛ,rêver,16-2.wav,15.530,15.850
diphone,ɛ v,rêver,16-2.wav,15.710,15.980
diphone,v e,rêver,16-2.wav,15.850,16.230
triphone,s ɑ̃ f,sans fleurs,16-2.wav,0.420,0.850
triphone,ɑ̃ f l,sans fleurs,16-2.wav,0.580,0.900
triphone,f l œ,fleurs,16-2.wav,0.690,1.060
triphone,l œ ʁ,fleurs,16-2.wav,0.850,1.210
triphone,œ ʁ l,fleurs la,16-2.wav,0.900,1.440
triphone,ʁ l a,fleurs la,16-2.wav,1.060,1.520
triphone,l a m,la maison,16-2.wav,1.360,1.590
triphone,a m ɛ,la maison,16-2.wav,1.440,1.670
triphone,m ɛ z,maison,16-2.wav,1.520,1.770
triphone,ɛ z ɔ̃,maison,16-2.wav,1.590,1.880
triphone,z ɔ̃ ɛ,maison est,16-2.wav,1.670,1.950
triphone,ɔ̃ ɛ s,maison est,16-2.wav,1.770,2.030
triphone,ɛ s t,est,16-2.wav,1.880,2.060
triphone,s t t,est triste,16-2.wav,1.950,2.090
triphone,t t ʁ,est triste,16-2.wav,2.030,2.170
triphone,t ʁ i,triste,16-2.wav,2.060,2.270
triphone,ʁ i s,triste,16-2.wav,2.090,2.400
triphone,i s t,triste,16-2.wav,2.170,2.660
triphone,s t ɛ,triste elle,16-2.wav,2.270,3.610
triphone,t ɛ l,triste elle,16-2.wav,2.400,3.680
triphone,ɛ l a,elle a,16-2.wav,3.490,3.740
triphone,l a v,elle a vraiment,16-2.wav,3.610,3.830
triphone,a v ʁ,a vraiment,16-2.wav,3.680,3.900
triphone,v ʁ ɛ,vraiment,16-2.wav,3.740,3.960
triphone,ʁ ɛ m,vraiment,16-2.wav,3.830,4.020
triphone,ɛ m ɑ̃,vraiment,16-2.wav,3.900,4.120
triphone,m ɑ̃ t,vraiment toujours,16-2.wav,3.960,4.250
triphone,ɑ̃ t u,vraiment toujours,16-2.wav,4.020,4.340
triphone,t u ʒ,toujours,16-2.wav,4.120,4.430
triphone,u ʒ u,toujours,16-2.wav,4.250,4.550
triphone,ʒ u ʁ,toujours,16-2.wav,4.340,4.640
triphone,u ʁ d,toujours des,16-2.wav,4.430,4.710
triphone,ʁ d e,toujours des,16-2.wav,4.550,4.780
triphone,d e d,des doigts,16-2.wav,4.640,4.880
triphone,e d w,des doigts,16-2.wav,4.710,4.980
triphone,d w a,doigts,16-2.wav,4.780,5.060
triphone,w a m,doigts menus,16-2.wav,4.880,5.190
triphone,a m ə,doigts menus,16-2.wav,4.980,5.210
triphone,m ə n,menus,16-2.wav,5.060,5.360
triphone,ə n y,menus,16-2.wav,5.190,5.490
triphone,n y s,menus,16-2.wav,5.210,5.520
triphone,y s s,menus ce,16-2.wav,5.360,6.820
triphone,s s ə,menus ce,16-2.wav,5.490,6.840
triphone,s ə b,ce boucher,16-2.wav,6.620,7.010
triphone,ə b u,ce boucher,16-2.wav,6.820,7.080
triphone,b u ʃ,boucher,16-2.wav,6.840,7.260
triphone,u ʃ e,boucher,16-2.wav,7.010,7.370
triphone,ʃ e n,boucher n'a,16-2.wav,7.080,7.470
triphone,e n a,boucher n'a,16-2.wav,7.260,7.600
triphone,n a ɑ̃,n'a encore,16-2.wav,7.370,7.690
triphone,a ɑ̃ k,n'a encore,16-2.wav,7.470,7.770
triphone,ɑ̃ k ɔ,encore,16-2.wav,7.600,7.820
triphone,k ɔ ʁ,encore,16-2.wav,7.690,7.980
triphone,ɔ ʁ p,encore plus,16-2.wav,7.770,8.040
triphone,ʁ p l,encore plus,16-2.wav,7.820,8.150
triphone,p l y,plus,16-2.wav,7.980,8.240
triphone,l y d,plus de,16-2.wav,8.040,8.320
triphone,y d ə,plus de,16-2.wav,8.150,8.340
triphone,d ə l,de lard,16-2.wav,8.240,8.470
triphone,ə l a,de lard,16-2.wav,8.320,8.670
triphone,l a ʁ,lard,16-2.wav,8.340,8.830
triphone,a ʁ a,lard à,16-2.wav,8.470,8.960
triphone,ʁ a l,lard à l',16-2.wav,8.670,9.060
triphone,a l e,à l' étalage,16-2.wav,8.860,9.170
triphone,l e t,l' étalage,16-2.wav,8.960,9.230
triphone,e t a,étalage,16-2.wav,9.060,9.300
triphone,t a l,étalage,16-2.wav,9.170,9.390
triphone,a l a,étalage,16-2.wav,9.230,9.620
triphone,l a ʒ,étalage,16-2.wav,9.300,9.920
triphone,a ʒ k,étalage confie,16-2.wav,9.390,10.830
triphone,ʒ k ɔ̃,étalage confie,16-2.wav,9.620,10.910
triphone,k ɔ̃ f,confie,16-2.wav,10.770,11.070
triphone,ɔ̃ f i,confie,16-2.wav,10.830,11.140
triphone,f i m,confie moi,16-2.wav,10.910,11.250
triphone,i m w,confie moi,16-2.wav,11.070,11.350
triphone,m w a,moi,16-2.wav,11.140,11.540
triphone,w a a,moi à,16-2.wav,11.250,11.670
triphone,a a k,moi à quoi,16-2.wav,11.350,11.790
triphone,a k w,à quoi,16-2.wav,11.580,11.830
triphone,k w a,quoi,16-2.wav,11.670,11.890
triphone,w a t,quoi tu,16-2.wav,11.790,12.000
triphone,a t y,quoi tu,16-2.wav,11.830,12.050
triphone,t y p,tu penses,16-2.wav,11.890,12.170
triphone,y p ɑ̃,tu penses,16-2.wav,12.000,12.330
triphone,p ɑ̃ s,penses,16-2.wav,12.050,12.740
triphone,ɑ̃ s s,penses ce,16-2.wav,12.170,13.800
triphone,s s ə,penses ce,16-2.wav,12.330,13.820
triphone,s ə d,ce dont,16-2.wav,13.640,13.940
triphone,ə d ɔ̃,ce dont,16-2.wav,13.800,14.040
triphone,d ɔ̃ n,dont nous,16-2.wav,13.820,14.110
triphone,ɔ̃ n u,dont nous,16-2.wav,13.940,14.190
triphone,n u d,nous discutons,16-2.wav,14.040,14.270
triphone,u d i,nous discutons,16-2.wav,14.110,14.330
triphone,d i s,discutons,16-2.wav,14.190,14.420
triphone,i s k,discutons,16-2.wav,14.270,14.500
triphone,s k y,discutons,16-2.wav,14.330,14.650
triphone,k y t,discutons,16-2.wav,14.420,14.740
triphone,y t ɔ̃,discutons,16-2.wav,14.500,14.920
triphone,t ɔ̃ v,discutons vous,16-2.wav,14.650,15.040
